0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	7
181	23
182	53
183	73
184	63
185	51
186	62
187	60
188	63
189	55
190	66
191	66
192	61
193	58
194	62
195	66
196	53
197	54
198	65
199	62
200	58
201	63
202	47
203	48
204	62
205	56
206	69
207	62
208	46
209	58
210	58
211	60
212	57
213	61
214	61
215	55
216	60
217	54
218	43
219	49
220	57
221	48
222	52
223	59
224	58
225	61
226	58
227	56
228	58
229	64
230	70
231	47
232	46
233	53
234	55
235	56
236	46
237	47
238	59
239	58
240	57
241	56
242	60
243	56
244	60
245	45
246	58
247	61
248	70
249	59
250	65
251	57
252	57
253	53
254	55
255	52
256	67
257	58
258	59
259	53
260	58
261	56
262	50
263	59
264	49
265	53
266	53
267	52
268	55
269	54
270	56
271	75
272	55
273	57
274	64
275	55
276	40
277	49
278	59
279	49
280	58
281	48
282	64
283	56
284	73
285	55
286	62
287	60
288	46
289	48
290	50
291	50
292	53
293	46
294	57
295	63
296	54
297	66
298	53
299	59
300	50
301	84
302	49
303	60
304	53
305	60
306	58
307	48
308	48
309	57
310	55
311	74
312	61
313	54
314	57
315	78
316	54
317	52
318	42
319	64
320	52
321	65
322	57
323	52
324	52
325	60
326	48
327	58
328	46
329	55
330	63
331	57
332	53
333	69
334	46
335	69
336	60
337	62
338	58
339	61
340	55
341	65
342	51
343	60
344	65
345	59
346	72
347	61
348	70
349	61
350	66
351	62
352	55
353	50
354	68
355	56
356	69
357	66
358	62
359	58
360	65
361	54
362	67
363	60
364	60
365	56
366	55
367	61
368	64
369	63
370	53
371	68
372	72
373	62
374	54
375	54
376	59
377	69
378	67
379	63
380	58
381	59
382	65
383	60
384	60
385	58
386	57
387	47
388	43
389	64
390	58
391	64
392	55
393	78
394	67
395	57
396	56
397	62
398	56
399	54
400	55
401	52
402	67
403	53
404	68
405	60
406	56
407	45
408	70
409	53
410	62
411	65
412	52
413	53
414	61
415	58
416	54
417	59
418	71
419	82
420	66
421	72
422	53
423	59
424	58
425	57
426	72
427	62
428	74
429	47
430	56
431	59
432	61
433	71
434	59
435	53
436	52
437	52
438	42
439	69
440	64
441	72
442	63
443	57
444	66
445	49
446	51
447	73
448	71
449	62
450	71
451	64
452	62
453	54
454	63
455	60
456	61
457	60
458	79
459	60
460	67
461	65
462	58
463	57
464	51
465	76
466	52
467	68
468	53
469	55
470	68
471	58
472	77
473	66
474	70
475	63
476	49
477	79
478	53
479	62
480	76
481	57
482	78
483	70
484	60
485	66
486	69
487	48
488	75
489	72
490	56
491	54
492	59
493	60
494	67
495	55
496	63
497	58
498	72
499	49
500	63
501	61
502	73
503	48
504	64
505	65
506	56
507	56
508	71
509	57
510	62
511	72
512	71
513	65
514	61
515	63
516	64
517	63
518	69
519	74
520	65
521	68
522	80
523	62
524	63
525	74
526	61
527	71
528	59
529	71
530	62
531	90
532	67
533	60
