0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	5
181	6
182	15
183	26
184	28
185	24
186	36
187	38
188	26
189	20
190	36
191	22
192	31
193	20
194	22
195	24
196	25
197	25
198	21
199	19
200	22
201	28
202	24
203	20
204	15
205	22
206	30
207	15
208	26
209	20
210	20
211	23
212	27
213	13
214	31
215	20
216	18
217	16
218	19
219	10
220	21
221	17
222	18
223	23
224	35
225	16
226	22
227	15
228	17
229	21
230	18
231	22
232	21
233	19
234	14
235	13
236	18
237	23
238	24
239	13
240	21
241	12
242	21
243	18
244	22
245	15
246	20
247	16
248	21
249	19
250	15
251	11
252	14
253	13
254	23
255	18
256	19
257	22
258	19
259	14
260	12
261	24
262	26
263	15
264	12
265	19
266	18
267	17
268	24
269	14
270	21
271	22
272	25
273	23
274	18
275	16
276	26
277	17
278	16
279	16
280	22
281	21
282	13
283	29
284	21
285	16
286	26
287	21
288	14
289	27
290	20
291	24
292	17
293	19
294	17
295	19
296	15
297	23
298	27
299	19
300	25
301	15
302	17
303	30
304	16
305	25
306	22
307	17
308	16
309	17
310	19
311	18
312	14
313	16
314	30
315	28
316	13
317	21
318	16
319	13
320	21
321	18
322	15
323	21
324	18
325	25
326	15
327	17
328	18
329	20
330	23
331	23
332	22
333	14
334	21
335	19
336	16
337	23
338	16
339	24
340	27
341	20
342	22
343	18
344	11
345	18
346	31
347	20
348	18
349	17
350	19
351	24
352	18
353	19
354	20
355	15
356	21
357	26
358	23
359	24
360	22
361	29
362	20
363	19
364	19
365	14
366	22
367	24
368	15
369	20
370	22
371	22
372	12
373	15
374	21
375	20
376	13
377	17
378	15
379	20
380	15
381	16
382	25
383	27
384	24
385	22
386	19
387	12
388	16
389	15
390	20
391	21
392	24
393	20
394	16
395	17
396	29
397	28
398	21
399	27
400	21
401	25
402	21
403	25
404	23
405	19
406	21
407	22
408	24
409	24
410	17
411	23
412	27
413	25
414	21
415	16
416	20
417	21
418	30
419	19
420	28
421	17
422	21
423	18
424	24
425	25
426	21
427	17
428	24
429	14
430	13
431	23
432	10
433	20
434	26
435	19
436	24
437	24
438	22
439	18
440	19
441	19
442	22
443	16
444	24
445	18
446	20
447	24
448	26
449	26
450	36
451	16
452	20
453	21
454	30
455	12
456	19
457	21
458	17
459	23
460	30
461	21
462	18
463	31
464	16
465	22
466	21
467	23
468	10
469	20
470	15
471	23
472	26
473	18
474	22
475	18
476	22
477	23
478	27
479	22
480	21
481	21
482	26
483	21
484	24
485	31
486	23
487	26
488	16
489	33
490	21
491	14
492	28
493	17
494	18
495	23
496	32
497	20
498	19
499	20
500	30
501	26
502	16
503	27
504	22
505	18
506	18
507	25
508	27
509	20
510	25
511	23
512	23
513	19
514	24
515	24
516	21
517	26
518	20
519	35
520	14
521	12
522	24
523	21
524	21
525	23
526	21
527	20
528	23
529	26
530	19
531	19
532	18
533	12
