0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	1
34	0
35	1
36	0
37	1
38	0
39	1
40	0
41	0
42	0
43	0
44	1
45	0
46	0
47	0
48	1
49	0
50	0
51	0
52	0
53	0
54	0
55	1
56	1
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	1
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	1
79	0
80	0
81	2
82	0
83	0
84	0
85	0
86	1
87	0
88	0
89	1
90	0
91	0
92	0
93	0
94	0
95	1
96	0
97	1
98	0
99	0
100	0
101	0
102	0
103	1
104	0
105	1
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	1
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	0
129	2
130	0
131	0
132	2
133	2
134	0
135	1
136	0
137	1
138	0
139	1
140	2
141	0
142	0
143	1
144	0
145	1
146	1
147	1
148	1
149	0
150	1
151	0
152	0
153	0
154	0
155	0
156	1
157	2
158	2
159	0
160	2
161	1
162	2
163	1
164	0
165	0
166	2
167	1
168	1
169	0
170	2
171	0
172	0
173	0
174	1
175	4
176	1
177	1
178	3
179	2
180	0
181	1
182	3
183	0
184	1
185	4
186	1
187	5
188	3
189	3
190	1
191	3
192	6
193	5
194	1
195	2
196	1
197	5
198	3
199	2
200	5
201	1
202	5
203	4
204	3
205	2
206	7
207	2
208	1
209	4
210	5
211	3
212	4
213	1
214	10
215	4
216	1
217	2
218	1
219	5
220	1
221	1
222	2
223	2
224	3
225	3
226	6
227	2
228	1
229	2
230	2
231	2
232	1
233	8
234	3
235	1
236	1
237	2
238	2
239	1
240	0
241	2
242	3
243	1
244	0
245	1
246	3
247	1
248	0
249	1
250	0
251	5
252	3
253	1
254	0
255	1
256	3
257	3
258	2
259	0
260	2
261	1
262	1
263	1
264	2
265	2
266	1
267	3
268	2
269	2
270	2
271	2
272	1
273	2
274	1
275	1
276	0
277	4
278	0
279	0
280	3
281	1
282	0
283	0
284	0
285	0
286	6
287	0
288	0
289	3
290	1
291	1
292	1
293	0
294	1
295	0
296	1
297	1
298	0
299	0
300	1
301	0
302	1
303	0
304	0
305	1
306	0
307	0
308	1
309	1
310	1
311	0
312	0
313	0
314	0
315	0
316	0
317	1
318	1
319	0
320	1
321	0
322	1
323	1
324	1
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	1
335	0
336	0
337	1
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	1
346	2
347	0
348	0
349	0
350	0
351	1
352	1
353	0
354	0
355	0
356	0
357	0
358	1
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	2
373	0
374	1
375	0
376	1
377	0
378	1
379	2
380	0
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	0
389	1
390	0
391	0
392	0
393	0
394	0
395	1
396	0
397	1
398	0
399	0
400	0
401	0
402	1
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	1
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	1
439	0
440	1
441	1
442	0
443	0
444	0
445	0
446	0
447	1
448	0
449	0
450	1
451	0
452	0
453	0
454	1
455	1
456	0
457	1
458	0
459	0
460	0
461	0
462	1
463	0
464	0
465	1
466	1
467	0
468	0
469	0
470	1
471	1
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	1
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	1
494	0
495	0
496	0
497	0
498	0
499	2
500	1
501	1
502	0
503	2
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	1
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	1
523	0
524	0
525	0
526	1
527	0
528	1
529	0
530	0
531	1
532	1
533	0
